Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People with oral submucous fibrosis,Vasodilator,Placebo,Interincisal distance (3-6 months),MD,4.04,-1.93,10.02,FALSE,85,2,Very low,"Downgraded one level due to serious concerns regarding risk of bias.
Downgraded two levels due to very serious concerns regarding imprecision of effect estimate.",TRUE,TRUE,FALSE,FALSE,FALSE
People with oral submucous fibrosis,Vasodilator,Placebo,Interincisal distance (> 6 months),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Vasodilator,Placebo,Burning sensation (< 3 months),MD,-38.79,-52.06,-25.53,TRUE,85,2,Very low,"Downgraded one level due to inconsistency (substantial heterogeneity).
Downgraded one level due to serious concerns regarding risk of bias.
Downgraded one level due to serious concerns regarding imprecision of effect estimate.",TRUE,TRUE,TRUE,FALSE,FALSE
People with oral submucous fibrosis,Vasodilator,Placebo,Burning sensation (3-6 months),MD,-51.02,-72.85,-29.2,TRUE,85,2,Very low,"Downgraded one level due to inconsistency (substantial heterogeneity).
Downgraded one level due to serious concerns regarding risk of bias.
Downgraded one level due to serious concerns regarding imprecision of effect estimate.",TRUE,TRUE,TRUE,FALSE,FALSE
People with oral submucous fibrosis,Vasodilator,Placebo,Burning sensation (> 6 months),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Vasodilator,Placebo,Adverse effects,NA,NA,NA,NA,NA,85,2,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Hydrocortisone + hyaluronidase,Placebo,Interincisal distance (< 3 months),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Hydrocortisone + hyaluronidase,Placebo,Interincisal distance (3-6 months),MD,-4.88,-12.87,3.11,FALSE,12,1,Very low,"Downgraded one level due to serious concerns regarding risk of bias.
Downgraded two levels due to very serious concerns regarding imprecision of effect estimate.",TRUE,TRUE,FALSE,FALSE,FALSE
People with oral submucous fibrosis,Hydrocortisone + hyaluronidase,Placebo,Interincisal distance (> 6 months),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Hydrocortisone + hyaluronidase,Placebo,Burning sensation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Hydrocortisone + hyaluronidase,Placebo,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Physiotherapy,No active treatment,Interincisal distance (< 3 months),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Physiotherapy,No active treatment,Interincisal distance (3-6 months),MD,0.5,-7.72,8.72,FALSE,24,1,Very low,"Downgraded one level due to serious concerns regarding risk of bias.
Downgraded two levels due to very serious concerns regarding imprecision of effect estimate.",TRUE,TRUE,FALSE,FALSE,FALSE
People with oral submucous fibrosis,Physiotherapy,No active treatment,Interincisal distance (> 6 months),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Physiotherapy,No active treatment,Burning sensation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People with oral submucous fibrosis,Physiotherapy,No active treatment,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
