Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
adolescents and adults with malocclusion undergoing orthodontic treatment,LLLT as an adjunctive intervention to conventional orthodontic treatment,conventional orthodontic treatment,Orthodontic tooth movement (OTM) during space closure stage mm/month (maxillary arch),MD,0.18,0.1,0.26,TRUE,45,1,Very low,"Downgraded one level for limitation in design and implementation due to overall high risk of bias. Downgraded one level for imprecision of evidence due to small sample. Downgraded one level for indirectness due to short duration period assessed, which does not represent the full treatment duration (surrogate results).",TRUE,TRUE,FALSE,TRUE,FALSE
adolescents and adults with malocclusion undergoing orthodontic treatment,LLLT as an adjunctive intervention to conventional orthodontic treatment,conventional orthodontic treatment,Patient perception of pain and discomfort using VAS 0 to 100 mm,MD,-0.4,-1.87,1.07,FALSE,37,1,Very low,"Downgraded one level for limitation in design and implementation due to overall high risk of bias. Downgraded one level for imprecision of evidence due to small sample. Downgraded one level for indirectness due to short duration period assessed, which does not represent the full treatment duration (surrogate results).",TRUE,TRUE,FALSE,TRUE,FALSE
adolescents and adults with malocclusion undergoing orthodontic treatment,LLLT as an adjunctive intervention to conventional orthodontic treatment,conventional orthodontic treatment,Patient‚Äêreported need for analgesics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adolescents and adults with malocclusion undergoing orthodontic treatment,LLLT as an adjunctive intervention to conventional orthodontic treatment,conventional orthodontic treatment,Harms and side effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adolescents and adults with malocclusion undergoing orthodontic treatment,LED as an adjunctive intervention to conventional orthodontic treatement,conventional orthodontic treatment,Duration of orthodontic treatment: alignment stage only,MD,-24.5,-42.45,-6.55,TRUE,34,1,Very low,"Downgraded one level for limitation in design and implementation due to overall high risk¬ of¬ bias. Downgraded one level as single study. Also downgraded one level¬ for¬ indirectness due to short duration period assessed, which does not represent the full treatment duration¬ (surrogate results).¬ ",TRUE,TRUE,FALSE,TRUE,FALSE
adolescents and adults with malocclusion undergoing orthodontic treatment,LED as an adjunctive intervention to conventional orthodontic treatement,conventional orthodontic treatment,Total number of orthodontic appliance adjustment appointments required during treatment stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adolescents and adults with malocclusion undergoing orthodontic treatment,LED as an adjunctive intervention to conventional orthodontic treatement,conventional orthodontic treatment,Orthodontic tooth movement (OTM) during alignment stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adolescents and adults with malocclusion undergoing orthodontic treatment,LED as an adjunctive intervention to conventional orthodontic treatement,conventional orthodontic treatment,Orthodontic tooth movement (OTM) during space closure stage mm/month (canine distalisation),MD,0.006,0,-0.02,FALSE,39,1,Very low,"Downgraded one level for limitation in design and implementation due to overall high risk of bias. Downgraded one level as single study. Also downgraded one level for indirectness due to short duration period assessed, which does not represent the full treatment duration (surrogate results).¬ ",TRUE,TRUE,FALSE,TRUE,FALSE
adolescents and adults with malocclusion undergoing orthodontic treatment,LED as an adjunctive intervention to conventional orthodontic treatement,conventional orthodontic treatment,Patient perception of pain and discomfort using VAS 0 to 100 mm,MD,-0.8,-2.2,0.62,FALSE,39,1,Very low,"Downgraded one level for limitation in design and implementation due to overall high risk of bias. Downgraded one level as single study. Also downgraded one level for indirectness due to short duration period assessed, which does not represent the full treatment duration (surrogate results).¬ ",TRUE,TRUE,FALSE,TRUE,FALSE
adolescents and adults with malocclusion undergoing orthodontic treatment,LED as an adjunctive intervention to conventional orthodontic treatement,conventional orthodontic treatment,Patient‚Äêreported need for analgesics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adolescents and adults with malocclusion undergoing orthodontic treatment,LED as an adjunctive intervention to conventional orthodontic treatement,conventional orthodontic treatment,Harms and side effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
