Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
Patients undergoing dental treatment,Acupressure with sea band,Sham acupressure,Completion of dental procedure,RR,1.8,0.63,5.16,FALSE,19,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with sea band,Sham acupressure,Reduction in gagging (patient-reported),RR,2.7,0.72,10.14,FALSE,19,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with thumb with sedation,Sham acupressure with sedation,Completion of dental procedure,RR,0.96,0.84,1.1,FALSE,39,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with thumb with sedation,Sham acupressure with sedation,Reduction in gagging (patient-reported),RR,1.06,0.92,1.23,FALSE,39,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with device with sedation,Sham acupressure with sedation,Completion of dental procedure,RR,1.16,0.9,1.48,FALSE,27,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with device with sedation,Sham acupressure with sedation,Reduction in gagging (patient-reported),RR,1.26,0.93,1.69,FALSE,27,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with sea band with sedation,Sham acupressure with sedation,Completion of dental procedure,RR,0.88,0.67,1.17,FALSE,21,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Acupressure with sea band with sedation,Sham acupressure with sedation,Reduction in gagging (patient-reported),RR,0.88,0.67,1.17,FALSE,21,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in adults.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Laser,Control,Completion of dental treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patients undergoing dental treatment,Laser,Control,Reduction in gagging (assessor-reported),MD,1.8,1.53,2.07,TRUE,25,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in children.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size (n = 25)).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Laser,Control,Presence or absence of gagging,OR,86.33,29.41,253.45,TRUE,40,1,Very Low,"Downgraded 1 level for unclear risk of bias.
Downgraded 1 level for indirectness: single trial done only in children.
Downgraded 1 level, imprecision apparent from width of confidence interval (due to small sample size (n = 25)).",TRUE,TRUE,FALSE,TRUE,FALSE
Patients undergoing dental treatment,Laser,Control,Adverse effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
