Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People requiring replacement of missing teeth,Allograft with synthetic cell-binding peptide P-15,Allograft without synthetic cell-binding peptide P-15,Need for additional augmentation prior to implant placement,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,Allograft with synthetic cell-binding peptide P-15,Allograft without synthetic cell-binding peptide P-15,Aesthetic outcomes of future prosthodontic rehabilitation,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,Allograft with synthetic cell-binding peptide P-15,Allograft without synthetic cell-binding peptide P-15,Peri-implant marginal bone level changes,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,Allograft with synthetic cell-binding peptide P-15,Allograft without synthetic cell-binding peptide P-15,Changes in clinical attachment level (CAL) at teeth adjacent to the extraction site,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,Allograft with synthetic cell-binding peptide P-15,Allograft without synthetic cell-binding peptide P-15,Prosthodontic outcomes of rehabilitation,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Changes in width of alveolar ridge at 6 month follow-up (mm),MD,0.1,-0.97,1.17,FALSE,30,1,Low,"Quality of evidence downgraded because the study is at high risk of bias, Quality of evidence downgraded due to single study and imprecision (wide confidence interval)",TRUE,TRUE,FALSE,FALSE,FALSE
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Changes in height of alveolar ridge at 6 month follow-up (mm),MD,0.1,-1.22,1.42,FALSE,30,1,Low,"Quality of evidence downgraded because the study is at high risk of bias, Quality of evidence downgraded due to single study and imprecision (wide confidence interval)",TRUE,TRUE,FALSE,FALSE,FALSE
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Complications (e.g. discomfort pain and swelling),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Need for additional augmentation prior to implant placement,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Aesthetic outcomes of future prosthodontic rehabilitation,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Peri-implant marginal bone level changes,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Changes in clinical attachment level (CAL) at teeth adjacent to the extraction site,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
People requiring replacement of missing teeth,DBM single particles,DBM multiple particles,Prosthodontic outcomes of rehabilitation,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
