Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
"adults, 16 years and older",wooden interdental cleaning stick plus toothbrushing,toothbrushing only,Plaque,MD,-0.03,-0.13,0.07,FALSE,24,1,Very low,"Downgraded three levels due to there being only one small trial, at unclear risk of bias, and lack of precision in the estimate",TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",wooden interdental cleaning stick plus toothbrushing,toothbrushing only,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",rubber/elastomeric cleaning stick plus toothbrushing,toothbrushing only,Gingivitis measured by gingival index,MD,-0.01,-0.19,0.21,FALSE,12,1,Very low,"Downgraded three levels due to being based on single small study at high risk of bias, and lack of precision in the estimate",TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",rubber/elastomeric cleaning stick plus toothbrushing,toothbrushing only,Gingivitis measured by proportion of bleeding sites,MD,-0.07,-0.15,0.01,FALSE,30,1,Very low,Downgraded three levels due to being based on single small study at unclear risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
"adults, 16 years and older",rubber/elastomeric cleaning stick plus toothbrushing,toothbrushing only,Periodontitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",rubber/elastomeric cleaning stick plus toothbrushing,toothbrushing only,Interproximal caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",rubber/elastomeric cleaning stick plus toothbrushing,toothbrushing only,Plaque,MD,-0.22,-0.41,-0.03,TRUE,30,1,Very low,Downgraded three levels due to being based on single small study at unclear risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
"adults, 16 years and older",rubber/elastomeric cleaning stick plus toothbrushing,toothbrushing only,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",oral irrigation plus toothbrushing,toothbrushing only,Gingivitis measured by gingival index,SMD,-0.48,-0.89,-0.06,TRUE,380,4,Very low,"Downgraded three levels as studies at unclear risk of bias, with substantial heterogeneity and imprecise estimate",TRUE,TRUE,TRUE,FALSE,FALSE
"adults, 16 years and older",oral irrigation plus toothbrushing,toothbrushing only,Gingivitis measured by proportion of bleeding sites,MD,0,-0.07,0.06,FALSE,126,2,Low,"Downgraded two levels as studies at unclear risk of bias, with moderate heterogeneity",TRUE,FALSE,TRUE,FALSE,FALSE
"adults, 16 years and older",oral irrigation plus toothbrushing,toothbrushing only,Periodontitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",oral irrigation plus toothbrushing,toothbrushing only,Interproximal caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",oral irrigation plus toothbrushing,toothbrushing only,Plaque,SMD,-0.16,-0.41,0.1,FALSE,235,3,Low,"Downgraded two levels as studies at unclear risk of bias, imprecise estimate",TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",oral irrigation plus toothbrushing,toothbrushing only,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",interdental brushing plus toothbrushing,flossing plus toothbrushing,Gingivitis measured by gingival index,SMD,-0.4,-0.7,-0.11,TRUE,183,3,Low,"Downgraded two levels due to studies at unclear risk of bias, imprecise estimate (although consistent)",TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",interdental brushing plus toothbrushing,flossing plus toothbrushing,Gingivitis measured by proportion of bleeding sites,MD,-0.06,-0.08,-0.03,TRUE,234,6,Low,"Downgraded two levels due to studies at unclear risk of bias, moderate heterogeneity",TRUE,FALSE,TRUE,FALSE,FALSE
"adults, 16 years and older",interdental brushing plus toothbrushing,flossing plus toothbrushing,Periodontitis,MD,-0.06,-0.27,0.16,FALSE,107,3,Low,"Downgraded two levels due to studies at unclear risk of bias, imprecise estimate",TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",interdental brushing plus toothbrushing,flossing plus toothbrushing,Interproximal caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",interdental brushing plus toothbrushing,flossing plus toothbrushing,Plaque,SMD,-0.47,-0.84,-0.11,TRUE,290,5,Very low,"Downgraded three levels due to unclear risk of bias, imprecise estimates and moderate heterogeneity",TRUE,TRUE,TRUE,FALSE,FALSE
"adults, 16 years and older",interdental brushing plus toothbrushing,flossing plus toothbrushing,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",wooden cleaning stick plus toothbrushing,flossing plus toothbrushing,Gingivitis measured by gingival index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",wooden cleaning stick plus toothbrushing,flossing plus toothbrushing,Gingivitis measured by proportion of bleeding sites,MD,0.01,-0.12,0.14,FALSE,24,1,Very low,"Downgraded three levels due to there being only one small trial, at unclear risk of bias, and lack of precision of estimate",TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",wooden cleaning stick plus toothbrushing,flossing plus toothbrushing,Periodontitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",wooden cleaning stick plus toothbrushing,flossing plus toothbrushing,Interproximal caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",wooden cleaning stick plus toothbrushing,flossing plus toothbrushing,Plaque,MD,0.02,-0.06,0.1,FALSE,24,1,Very low,"Downgraded three levels due to there being only one small trial, at unclear risk of bias, and lack of precision of estimate",TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",wooden cleaning stick plus toothbrushing,flossing plus toothbrushing,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",Interdental cleaning stick ,flossing plus toothbrushing,Gingivitis measured by gingival index,SMD,-0.22,-0.69,0.24,FALSE,256,6,Very low,"Downgraded three levels due to one study being at high risk of bias (others unclear), moderate heterogeneity and serious imprecision",TRUE,TRUE,TRUE,FALSE,FALSE
"adults, 16 years and older",Interdental cleaning stick ,flossing plus toothbrushing,Gingivitis measured by proportion of bleeding sites,MD,-0.03,-0.08,0.03,FALSE,212,5,Low,Downgraded two levels due to studies at unclear risk of bias and moderate heterogeneity,TRUE,FALSE,TRUE,FALSE,FALSE
"adults, 16 years and older",Interdental cleaning stick ,flossing plus toothbrushing,Periodontitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",Interdental cleaning stick ,flossing plus toothbrushing,Interproximal caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",Interdental cleaning stick ,flossing plus toothbrushing,Plaque,SMD,-0.08,-0.46,0.29,FALSE,273,6,Very low,"Downgraded three levels due to studies at unclear risk of bias, moderate heterogeneity and serious imprecision",TRUE,TRUE,TRUE,FALSE,FALSE
"adults, 16 years and older",Interdental cleaning stick ,flossing plus toothbrushing,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",oral irrigation plus toothbrushing,flossing plus toothbrushing,Gingivitis measured by gingival index,MD,-0.06,-0.12,0,FALSE,63,1,Very low,Downgraded three levels due to single small study at unclear risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
"adults, 16 years and older",oral irrigation plus toothbrushing,flossing plus toothbrushing,Gingivitis measured by proportion of bleeding sites,MD,-0.12,-0.19,-0.05,TRUE,133,2,Low,Downgraded three levels due to single small study at unclear risk of bias,TRUE,FALSE,FALSE,FALSE,FALSE
"adults, 16 years and older",oral irrigation plus toothbrushing,flossing plus toothbrushing,Periodontitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",oral irrigation plus toothbrushing,flossing plus toothbrushing,Interproximal caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",oral irrigation plus toothbrushing,flossing plus toothbrushing,Plaque,SMD,0.31,-0.08,0.7,FALSE,133,2,Very low,Downgraded three levels due to single small study at unclear risk of bias with serious imprecision,TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",oral irrigation plus toothbrushing,flossing plus toothbrushing,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",Interdental cleaning stick plus toothbrushing,interdental brushing plus toothbrushing,Gingivitis measured by gingival index,MD,0.1,-0.32,0.52,FALSE,61,1,Very low,Single study at unclear risk of bias and serious imprecision,TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",Interdental cleaning stick plus toothbrushing,interdental brushing plus toothbrushing,Gingivitis measured by proportion of bleeding sites,MD,-0.02,-0.1,0.06,FALSE,31,1,Very low,Single study at unclear risk of bias and imprecision,TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",Interdental cleaning stick plus toothbrushing,interdental brushing plus toothbrushing,Periodontitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",Interdental cleaning stick plus toothbrushing,interdental brushing plus toothbrushing,Interproximal caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adults, 16 years and older",Interdental cleaning stick plus toothbrushing,interdental brushing plus toothbrushing,Plaque,SMD,0.08,-0.33,0.49,FALSE,92,2,Very low,2 small studies at unclear risk of bias and serious imprecision,TRUE,TRUE,FALSE,FALSE,FALSE
"adults, 16 years and older",Interdental cleaning stick plus toothbrushing,interdental brushing plus toothbrushing,Harms and adverse outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
