Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People who had received fixed appliance treatment,CAD/CAM nitinol fixed retainer,Conventional/analogue multistrand fixed retainer,Survival (Failure of retainer),RR,1.29,0.67,2.49,FALSE,41,1,Very low,"Downgraded one level due to study limitations (serious/unclear risk detection bias).
Only one or two studies ? difficult to ascertain the likelihood of publication bias.
Downgraded one level for imprecision due to the small sample size.",TRUE,TRUE,FALSE,FALSE,TRUE
People who had received fixed appliance treatment,CAD/CAM nitinol fixed retainer,Conventional/analogue multistrand fixed retainer,Patient satisfaction (Discomfort/pain),NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,CAD/CAM nitinol fixed retainer,Conventional/analogue multistrand fixed retainer,Adverse effects on oral health (Bleeding on probing),NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,CAD/CAM nitinol fixed retainer,Conventional/analogue multistrand fixed retainer,Adverse effects on oral health (Gingival Index),MD,0,-0.16,0.16,FALSE,107,2,Low,"Downgraded one level due to study limitations (serious/unclear risk detection bias).
Only one or two studies ? difficult to ascertain the likelihood of publication bias.",TRUE,FALSE,FALSE,FALSE,TRUE
People who had received fixed appliance treatment,Fibre-reinforced composite retainer,Multistrand/spiral wire fixed retainer,Stability (Little's Irregularity Index),MD,-0.7,-1.17,-0.23,TRUE,52,1,Very low,"Downgraded one level due to study limitations (serious/unclear risk of bias).
Downgraded two levels for imprecision due to the small sample size.
One study ? difficult to ascertain the likelihood of publication bias.",TRUE,TRUE,FALSE,FALSE,TRUE
People who had received fixed appliance treatment,Fibre-reinforced composite retainer,Multistrand/spiral wire fixed retainer,Survival (Failure of retainer),RR,1.01,0.84,1.21,FALSE,1337,7,Low,"Downgraded one level due to study limitations (serious/unclear risk of bias).
Downgraded one level for inconsistency due to the presence of unexplained heterogeneity.",TRUE,FALSE,TRUE,FALSE,FALSE
People who had received fixed appliance treatment,Fibre-reinforced composite retainer,Multistrand/spiral wire fixed retainer,Survival (Mean survival time),NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,Fibre-reinforced composite retainer,Multistrand/spiral wire fixed retainer,Patient satisfaction (Aesthetic),MD,1.49,0.76,2.22,TRUE,32,1,Very low,"Downgraded one level due to study limitations (serious/unclear risk of bias).
Downgraded two levels for imprecision due to the small sample size.
One study ? difficult to ascertain the likelihood of publication bias.",TRUE,TRUE,FALSE,FALSE,TRUE
People who had received fixed appliance treatment,Fibre-reinforced composite retainer,Multistrand/spiral wire fixed retainer,Adverse effects on oral health (Bleeding on probing),NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,Fibre-reinforced composite retainer,Multistrand/spiral wire fixed retainer,Adverse effects on oral health (Gingival Index),NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,Hawley removable retainer (any coincident wearing protocol between treatment arms),Clear plastic removable retainer (any coincident wearing protocol between treatment arms),Stability (Little's Irregularity Index),MD,0.01,-0.65,0.67,FALSE,30,1,Very low,"Downgraded one level due to study limitations (serious/unclear risk of bias).
Downgraded one level for imprecision due to the small sample size.
One study ? difficult to ascertain the likelihood of publication bias.",TRUE,TRUE,FALSE,FALSE,TRUE
People who had received fixed appliance treatment,Hawley removable retainer (any coincident wearing protocol between treatment arms),Clear plastic removable retainer (any coincident wearing protocol between treatment arms),Survival (Failure of retainer),RR,0.6,0.43,0.83,TRUE,111,1,Very low,"Downgraded one level due to study limitations (serious/unclear risk of bias).
One study ? difficult to ascertain the likelihood of publication bias.
Downgraded two levels for imprecision due to the very small sample size of a single study.",TRUE,TRUE,FALSE,FALSE,TRUE
People who had received fixed appliance treatment,Hawley removable retainer (any coincident wearing protocol between treatment arms),Clear plastic removable retainer (any coincident wearing protocol between treatment arms),Patient satisfaction (Comfort),NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,Hawley removable retainer (any coincident wearing protocol between treatment arms),Clear plastic removable retainer (any coincident wearing protocol between treatment arms),Adverse effects on oral health,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,Full-time wear of any type of removable retainer,Part-time wear of any type of removable retainer,Stability (Little's Irregularity Index),MD,0.2,-0.28,0.68,FALSE,52,1,Very low,"Downgraded one level due to study limitations (serious risk of bias).
Downgraded one level for imprecision due to the small sample size.
One study ? difficult to ascertain the likelihood of publication bias.",TRUE,TRUE,FALSE,FALSE,TRUE
People who had received fixed appliance treatment,Full-time wear of any type of removable retainer,Part-time wear of any type of removable retainer,Survival,Not measured,Not measured,Not measured,Not measured,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,Full-time wear of any type of removable retainer,Part-time wear of any type of removable retainer,Patient satisfaction,Not measured,Not measured,Not measured,Not measured,NA,0,0,NA,NA,NA,NA,NA,NA,NA
People who had received fixed appliance treatment,Full-time wear of any type of removable retainer,Part-time wear of any type of removable retainer,Adverse effects on oral health,Not measured,Not measured,Not measured,Not measured,NA,0,0,NA,NA,NA,NA,NA,NA,NA
