Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
adults with oral or oropharyngeal cancer,PET-CT following chemoradiotherapy,planned ND before or after chemoradiotherapy,Adverse events associated with treatment,NA,NA,NA,NA,NA,NA,NA,Very low,Downgraded twice for very serious imprecision and once for high risk of bias for subjective outcomes,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,surgery + radiotherapy,radiotherapy alone,Total mortality,HR,0.24,0.1,0.59,TRUE,35,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,surgery + radiotherapy,radiotherapy alone,"New disease, progression, and mortality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,surgery + radiotherapy,radiotherapy alone,Locoregional recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,surgery + radiotherapy,radiotherapy alone,Recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,surgery + radiotherapy,radiotherapy alone,Adverse events associated with treatment,NA,NA,NA,NA,NA,35,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias for subjective outcomes,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oropharyngeal cancer,surgery,radiotherapy alone,Total mortality,HR,0.83,0.09,7.46,FALSE,68,1,Low,Downgraded twice for very serious imprecision,FALSE,TRUE,FALSE,FALSE,FALSE
adults with oropharyngeal cancer,surgery,radiotherapy alone,"New disease, progression, and mortality",HR,1.07,0.27,4.22,FALSE,68,1,Low,Downgraded twice for very serious imprecision,FALSE,TRUE,FALSE,FALSE,FALSE
adults with oropharyngeal cancer,surgery,radiotherapy alone,Locoregional recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oropharyngeal cancer,surgery,radiotherapy alone,Recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oropharyngeal cancer,surgery,radiotherapy alone,Adverse events associated with treatment,NA,NA,NA,NA,NA,68,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias for subjective outcomes,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,surgery + adjuvant radiotherapy,chemotherapy,Total mortality,NA,NA,NA,NA,NA,32,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,surgery + adjuvant radiotherapy,chemotherapy,"New disease, progression, and mortality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,surgery + adjuvant radiotherapy,chemotherapy,Locoregional recurrence,NA,NA,NA,NA,NA,32,1,Very low,Downgraded twice for very serious imprecision and once for high risk of bias,TRUE,TRUE,FALSE,FALSE,FALSE
adults with oral or oropharyngeal cancer,surgery + adjuvant radiotherapy,chemotherapy,Recurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adults with oral or oropharyngeal cancer,surgery + adjuvant radiotherapy,chemotherapy,Adverse events associated with treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
