Population,Intervention,Comparison,Outcome,Measure,Effect,CI Lower,CI Upper,Significant,Number of participants,Number of studies,Certainty of the evidence (GRADE),Reasons for GRADE if not High,Risk of bias,Imprecision,Inconsistency,Indirectness,Publication bias
People requiring retreatment of periapical lesions,MTA,Gutta-percha,Pain assessed with visual analogue scale (VAS) from 0 to 100 - 1 day,MD,-4,-16.69,8.69,FALSE,42,1,Low,Quality of evidence was downgraded because it was based on a single study and because of imprecision.,TRUE,TRUE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,MTA,Gutta-percha,Prevalence of pain at 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,MTA,Gutta-percha,Occurrence of postoperative infection  at 4 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,MTA,Gutta-percha,Height loss of interdental papilla - 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,MTA,Gutta-percha,Maximum pain assessed with verbal rating scale (VRS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,Glass ionomer cement,Amalgam,Healing - 1 year,RR,0.98,0.86,1.12,FALSE,105,1,Very low,"Quality of evidence was downgraded owing to imprecision (CI includes RR of 1.0).
Quality of evidence was downgraded because it was based on a single study that had high risk of bias.",TRUE,TRUE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,Glass ionomer cement,Amalgam,Pain assessed with visual analogue scale (VAS) from 0 to 100 - 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,Glass ionomer cement,Amalgam,Prevalence of pain at 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,Glass ionomer cement,Amalgam,Occurrence of postoperative infection  at 4 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,Glass ionomer cement,Amalgam,Height loss of interdental papilla - 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,Glass ionomer cement,Amalgam,Maximum pain assessed with verbal rating scale (VRS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,IRM,Gutta-percha,Healing - 1 year,RR,0.92,0.8,1.05,FALSE,147,1,Very low,"Quality of evidence was downgraded owing to imprecision (CI includes RR of 1.0).
Quality of evidence was downgraded because it was based on a single study that had high risk of bias.",TRUE,TRUE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,IRM,Gutta-percha,Pain assessed with visual analogue scale (VAS) from 0 to 100 - 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,IRM,Gutta-percha,Prevalence of pain at 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,IRM,Gutta-percha,Occurrence of postoperative infection  at 4 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,IRM,Gutta-percha,Height loss of interdental papilla - 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,IRM,Gutta-percha,Maximum pain assessed with verbal rating scale (VRS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,SuperEBA,IRM,Healing - 1 year,RR,1.11,0.99,1.24,FALSE,194,1,Very low,"Quality of evidence was downgraded owing to imprecision (CI includes RR of 1.0).
Quality of evidence was downgraded because it was based on a single study that had high risk of bias.",TRUE,TRUE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,SuperEBA,IRM,Pain assessed with visual analogue scale (VAS) from 0 to 100 - 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,SuperEBA,IRM,Prevalence of pain at 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,SuperEBA,IRM,Occurrence of postoperative infection  at 4 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,SuperEBA,IRM,Height loss of interdental papilla - 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,SuperEBA,IRM,Maximum pain assessed with verbal rating scale (VRS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,Calcium sulphate,No grafting,Healing - 1 year,RR,1.12,0.83,1.5,FALSE,18,1,Low,Quality of evidence was downgraded two levels because it was based on a single study and because of imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,GTR + Bovine bone,No grafting,Healing - 1 year,RR,1.12,0.86,1.46,FALSE,59,1,Low,Quality of evidence was downgraded two levels because it was based on a single study and because of imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,PRGF gel,No grafting,Pain assessed with visual analogue scale (VAS) from 0 to 100 - 1 day,MD,-51.6,-63.43,-39.77,TRUE,36,1,Low,Quality of evidence was downgraded two levels because it was based on a single study and because of imprecision.,FALSE,TRUE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,grafting,No grafting,Prevalence of pain at 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,grafting,No grafting,Occurrence of postoperative infection  at 4 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,grafting,No grafting,Height loss of interdental papilla - 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,grafting,No grafting,Maximum pain assessed with verbal rating scale (VRS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,LLLT,Placebo,Healing - 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,LLLT,Placebo,Pain assessed with visual analogue scale (VAS) from 0 to 100 - 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,LLLT,Placebo,Prevalence of pain at 1 day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,LLLT,Placebo,Occurrence of postoperative infection  at 4 weeks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,LLLT,Placebo,Height loss of interdental papilla - 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
People requiring retreatment of periapical lesions,LLLT,Placebo,Maximum pain assessed with verbal rating scale (VRS),NA,NA,NA,NA,NA,52,1,Very low,Quality of evidence was downgraded three levels because it is based on a single study at high risk of bias.,TRUE,FALSE,FALSE,FALSE,FALSE
People requiring retreatment of periapical lesions,LLLT,Control,Maximum pain assessed with verbal rating scale (VRS),NA,NA,NA,NA,NA,44,1,Very low,Quality of evidence was downgraded three levels because it is based on a single study at high risk of bias.,TRUE,FALSE,FALSE,FALSE,FALSE
